BETT_ECOLI,0.52,0.39,0.48,0.5,0.65,0.71,0.73,im
BGLX_ECOLI,0.65,0.57,0.48,0.5,0.47,0.47,0.51,pp
BTUB_ECOLI,0.56,0.68,0.48,0.5,0.77,0.36,0.45,om
BTUR_ECOLI,0.25,0.48,0.48,0.5,0.44,0.17,0.29,cp
C562_ECOLI,0.72,0.86,0.48,0.5,0.17,0.55,0.21,pp
CADB_ECOLI,0.83,0.48,0.48,0.5,0.65,0.76,0.79,imU
CAFA_ECOLI,0.39,0.32,0.48,0.5,0.46,0.24,0.35,cp
CAIB_ECOLI,0.51,0.5,0.48,0.5,0.46,0.32,0.35,cp
CAIT_ECOLI,0.69,0.43,0.48,0.5,0.59,0.74,0.77,imU
CFA_ECOLI,0.22,0.43,0.48,0.5,0.48,0.16,0.28,cp
CHEA_ECOLI,0.25,0.4,0.48,0.5,0.46,0.44,0.52,cp
CHEB_ECOLI,0.34,0.45,0.48,0.5,0.38,0.24,0.35,cp
CHEW_ECOLI,0.44,0.27,0.48,0.5,0.55,0.52,0.58,cp
CHEY_ECOLI,0.23,0.4,0.48,0.5,0.39,0.28,0.38,cp
CHEZ_ECOLI,0.41,0.57,0.48,0.5,0.39,0.21,0.32,cp
CIRA_ECOLI,0.65,0.51,0.48,0.5,0.66,0.54,0.33,om
CN16_ECOLI,0.67,0.7,0.48,0.5,0.46,0.45,0.33,pp
CODB_ECOLI,0.29,0.47,0.48,0.5,0.71,0.65,0.69,im
CPXA_ECOLI,0.79,0.36,0.48,0.5,0.46,0.82,0.7,imU
CRED_ECOLI,0.78,0.33,0.48,0.5,0.57,0.77,0.79,imU
CRL_ECOLI,0.4,0.45,0.48,0.5,0.38,0.22,0,cp
CSPA_ECOLI,0.31,0.23,0.48,0.5,0.73,0.05,0.14,cp
CYDA_ECOLI,0.55,0.47,0.48,0.5,0.57,0.78,0.8,im
CYDB_ECOLI,0.75,0.37,0.48,0.5,0.64,0.7,0.74,imU
CYNR_ECOLI,0.51,0.54,0.48,0.5,0.41,0.34,0.43,cp
CYOA_ECOLI,0.7,0.39,1,0.5,0.51,0.82,0.84,imL
CYOB_ECOLI,0.59,0.29,0.48,0.5,0.64,0.75,0.77,imU
CYOC_ECOLI,0.12,0.67,0.48,0.5,0.74,0.58,0.63,im
CYOD_ECOLI,0.4,0.5,0.48,0.5,0.65,0.82,0.84,im
CYOE_ECOLI,0.67,0.37,0.48,0.5,0.54,0.64,0.68,imU
CYPB_ECOLI,0.3,0.16,0.48,0.5,0.56,0.11,0.23,cp
CYPC_ECOLI,0.36,0.39,0.48,0.5,0.48,0.22,0.23,cp
CYPH_ECOLI,0.67,0.81,0.48,0.5,0.54,0.49,0.23,pp
CYSB_ECOLI,0.29,0.37,0.48,0.5,0.48,0.44,0.52,cp
CYSE_ECOLI,0.25,0.4,0.48,0.5,0.47,0.33,0.42,cp
CYSP_ECOLI,0.67,0.61,0.48,0.5,0.51,0.37,0.38,pp
DAPD_ECOLI,0.21,0.51,0.48,0.5,0.5,0.32,0.41,cp
DCP_ECOLI,0.43,0.37,0.48,0.5,0.53,0.35,0.44,cp
DCTA_ECOLI,0.73,0.36,0.48,0.5,0.53,0.91,0.92,im
DDLA_ECOLI,0.43,0.39,0.48,0.5,0.47,0.31,0.41,cp
DDLB_ECOLI,0.53,0.38,0.48,0.5,0.44,0.26,0.36,cp
DEOC_ECOLI,0.34,0.33,0.48,0.5,0.38,0.35,0.44,cp
DGAL_ECOLI,0.63,1,0.48,0.5,0.35,0.51,0.49,pp
DHG_ECOLI,0.84,0.44,0.48,0.5,0.48,0.71,0.74,im
DHSC_ECOLI,0.48,0.45,0.48,0.5,0.6,0.78,0.8,im
DHSD_ECOLI,0.54,0.49,0.48,0.5,0.4,0.87,0.88,im
DLDH_ECOLI,0.56,0.51,0.48,0.5,0.34,0.37,0.46,cp
DMSC_ECOLI,0.66,0.48,0.48,0.5,0.54,0.7,0.74,imU
DPPA_ECOLI,0.57,0.59,0.48,0.5,0.39,0.47,0.33,pp
DPPB_ECOLI,0.64,0.46,0.48,0.5,0.48,0.73,0.76,imU
DPPC_ECOLI,0.48,0.41,0.48,0.5,0.51,0.9,0.88,im
DSBA_ECOLI,0.71,0.71,0.48,0.5,0.4,0.54,0.39,pp
DSBB_ECOLI,0.5,0.66,0.48,0.5,0.31,0.92,0.92,im
DSBC_ECOLI,0.66,0.74,0.48,0.5,0.31,0.38,0.43,pp
DSBD_ECOLI,0.76,0.71,0.48,0.5,0.5,0.71,0.75,imU
ECOT_ECOLI,0.67,0.81,0.48,0.5,0.25,0.42,0.25,pp
ECPD_ECOLI,0.64,0.72,0.48,0.5,0.49,0.42,0.19,pp
EFG_ECOLI,0.4,0.29,0.48,0.5,0.42,0.35,0.44,cp
EFTS_ECOLI,0.24,0.35,0.48,0.5,0.31,0.19,0.31,cp
EFTU_ECOLI,0.36,0.54,0.48,0.5,0.41,0.38,0.46,cp
EMRA_ECOLI,0.06,0.61,0.48,0.5,0.49,0.92,0.37,im
EMRB_ECOLI,0.71,0.52,0.48,0.5,0.64,1,0.99,im
ENO_ECOLI,0.29,0.52,0.48,0.5,0.42,0.29,0.39,cp
ENVZ_ECOLI,0.72,0.46,0.48,0.5,0.51,0.66,0.7,im
EXBB_ECOLI,0.47,0.55,0.48,0.5,0.58,0.71,0.75,im
EXBD_ECOLI,0.46,0.59,0.48,0.5,0.36,0.76,0.23,im
FABB_ECOLI,0.65,0.47,0.48,0.5,0.59,0.3,0.4,cp
FADL_ECOLI,0.78,0.68,0.48,0.5,0.83,0.4,0.29,om
FECA_ECOLI,0.52,0.81,0.48,0.5,0.72,0.38,0.38,om
FECB_ECOLI,0.68,0.82,0.48,0.5,0.38,0.65,0.56,pp
FECR_ECOLI,0.32,0.39,0.48,0.5,0.53,0.28,0.38,pp
FEPA_ECOLI,0.64,0.57,0.48,0.5,0.7,0.33,0.26,om
FEPB_ECOLI,0.7,0.64,0.48,0.5,0.47,0.51,0.47,pp
FEPD_ECOLI,0.84,0.49,0.48,0.5,0.55,0.78,0.74,imU
FEPG_ECOLI,0.77,0.55,0.48,0.5,0.51,0.78,0.74,imU
FES_ECOLI,0.32,0.42,0.48,0.5,0.35,0.28,0.38,cp
FHUA_ECOLI,0.63,0.69,0.48,0.5,0.65,0.41,0.28,om
FHUE_ECOLI,0.6,0.76,1,0.5,0.77,0.59,0.52,om
FIMC_ECOLI,0.63,0.57,0.48,0.5,0.49,0.7,0.2,pp
FRDC_ECOLI,0.33,0.56,0.48,0.5,0.33,0.78,0.8,im
FRDD_ECOLI,0.64,0.58,0.48,0.5,0.48,0.78,0.73,im
FTSH_ECOLI,0.81,0.44,0.48,0.5,0.42,0.67,0.68,imU
FTSL_ECOLI,0.36,0.45,0.48,0.5,0.38,0.79,0.17,im
FTSN_ECOLI,0,0.51,0.48,0.5,0.35,0.67,0.44,im
FTSQ_ECOLI,0.1,0.49,0.48,0.5,0.41,0.67,0.21,im
FTSW_ECOLI,0.54,0.57,0.48,0.5,0.56,0.81,0.83,im
G3P1_ECOLI,0.38,0.46,0.48,0.5,0.48,0.22,0.29,cp
G3P2_ECOLI,0.33,0.45,0.48,0.5,0.52,0.32,0.41,cp
G6PI_ECOLI,0.3,0.37,0.48,0.5,0.59,0.41,0.49,cp
GABP_ECOLI,0.47,0.59,0.48,0.5,0.52,0.76,0.79,im
GALP_ECOLI,0.63,0.5,0.48,0.5,0.59,0.85,0.86,im
GCVA_ECOLI,0.4,0.5,0.48,0.5,0.45,0.39,0.47,cp
GGT_ECOLI,0.74,0.82,0.48,0.5,0.49,0.49,0.41,pp
GLNA_ECOLI,0.28,0.38,0.48,0.5,0.5,0.33,0.42,cp
GLNH_ECOLI,0.63,0.86,0.48,0.5,0.39,0.47,0.34,pp
GLNP_ECOLI,0.49,0.42,0.48,0.5,0.53,0.79,0.81,im
GLPD_ECOLI,0.61,0.45,0.48,0.5,0.48,0.35,0.41,cp
GLPQ_ECOLI,0.63,0.83,0.48,0.5,0.4,0.39,0.19,pp
GLPT_ECOLI,0.31,0.5,0.48,0.5,0.57,0.84,0.85,im
GLTP_ECOLI,0.74,0.44,0.48,0.5,0.55,0.88,0.89,im
GLTS_ECOLI,0.58,0.6,0.48,0.5,0.59,0.73,0.76,imU
GLYA_ECOLI,0.17,0.38,0.48,0.5,0.45,0.42,0.5,cp
GSHR_ECOLI,0.44,0.35,0.48,0.5,0.55,0.55,0.61,cp
GT_ECOLI,0.43,0.4,0.48,0.5,0.39,0.28,0.39,cp
HEM6_ECOLI,0.42,0.35,0.48,0.5,0.58,0.15,0.27,cp
HEMN_ECOLI,0.23,0.33,0.48,0.5,0.43,0.33,0.43,cp
HPRT_ECOLI,0.37,0.52,0.48,0.5,0.42,0.42,0.36,cp
HTRA_ECOLI,0.63,0.71,0.48,0.5,0.6,0.4,0.39,pp
IF1_ECOLI,0.29,0.3,0.48,0.5,0.45,0.03,0.17,cp
IF2_ECOLI,0.22,0.36,0.48,0.5,0.35,0.39,0.47,cp
ILVY_ECOLI,0.23,0.58,0.48,0.5,0.37,0.53,0.59,cp
IPYR_ECOLI,0.47,0.47,0.48,0.5,0.22,0.16,0.26,cp
KAD_ECOLI,0.54,0.47,0.48,0.5,0.28,0.33,0.42,cp
KDGL_ECOLI,0.33,0.45,0.48,0.5,0.45,0.88,0.89,im
KDSA_ECOLI,0.51,0.37,0.48,0.5,0.35,0.36,0.45,cp
KEFC_ECOLI,0.63,0.42,0.48,0.5,0.48,0.77,0.8,imU
KGTP_ECOLI,0.45,0.4,0.48,0.5,0.61,0.74,0.77,im
KUP_ECOLI,0.62,0.42,0.48,0.5,0.58,0.79,0.81,imU
LACY_ECOLI,0.71,0.4,0.48,0.5,0.71,0.7,0.74,im
LAMB_ECOLI,0.67,0.88,0.48,0.5,0.73,0.5,0.25,om
LEP_ECOLI,0.78,0.44,0.48,0.5,0.45,0.73,0.68,imU
LEU3_ECOLI,0.4,0.35,0.48,0.5,0.45,0.33,0.42,cp
LGT_ECOLI,0.5,0.37,0.48,0.5,0.66,0.64,0.69,im
LIVJ_ECOLI,0.71,0.86,0.48,0.5,0.4,0.54,0.32,pp
LIVK_ECOLI,0.68,0.78,0.48,0.5,0.43,0.44,0.42,pp
LLDP_ECOLI,0.66,0.53,0.48,0.5,0.59,0.66,0.66,im
LNT_ECOLI,0.6,0.61,0.48,0.5,0.54,0.67,0.71,im
LON_ECOLI,0.44,0.34,0.48,0.5,0.3,0.33,0.43,cp
LPLA_ECOLI,0.42,0.38,0.48,0.5,0.54,0.34,0.43,cp
LSPA_ECOLI,0.83,0.37,0.48,0.5,0.61,0.71,0.74,im
LYSP_ECOLI,0.34,0.51,0.48,0.5,0.67,0.9,0.9,im
LYSR_ECOLI,0.44,0.56,0.48,0.5,0.5,0.46,0.54,cp
MALE_ECOLI,0.64,0.84,0.48,0.5,0.37,0.45,0.4,pp
MALF_ECOLI,0.63,0.54,0.48,0.5,0.65,0.79,0.81,im
MALG_ECOLI,0.7,0.4,0.48,0.5,0.56,0.86,0.83,im
MALM_ECOLI,0.74,0.47,0.48,0.5,0.5,0.57,0.42,pp
MALQ_ECOLI,0.52,0.36,0.48,0.5,0.41,0.28,0.38,cp
MALZ_ECOLI,0.36,0.41,0.48,0.5,0.48,0.47,0.54,cp
MASY_ECOLI,0.18,0.3,0.48,0.5,0.46,0.24,0.35,cp
MCP1_ECOLI,0.86,0.39,0.48,0.5,0.59,0.89,0.9,imU
MCP2_ECOLI,0.81,0.53,0.48,0.5,0.57,0.87,0.88,imU
MCP3_ECOLI,0.6,0.5,1,0.5,0.54,0.77,0.8,im
MCP4_ECOLI,0.87,0.49,0.48,0.5,0.61,0.76,0.79,imU
MELB_ECOLI,0.47,0.46,0.48,0.5,0.62,0.74,0.77,imU
MEPA_ECOLI,0.75,0.84,0.48,0.5,0.35,0.52,0.33,pp
METB_ECOLI,0.47,0.29,0.48,0.5,0.51,0.33,0.43,cp
METC_ECOLI,0.24,0.43,0.48,0.5,0.54,0.52,0.59,cp
METK_ECOLI,0.25,0.37,0.48,0.5,0.41,0.33,0.42,cp
METR_ECOLI,0.52,0.57,0.48,0.5,0.42,0.47,0.54,cp
METX_ECOLI,0.25,0.37,0.48,0.5,0.43,0.26,0.36,cp
MODA_ECOLI,0.63,0.65,0.48,0.5,0.39,0.44,0.35,pp
MOTA_ECOLI,0.76,0.41,0.48,0.5,0.5,0.59,0.62,imU
MOTB_ECOLI,0.3,0.51,0.48,0.5,0.42,0.61,0.34,im
MSBB_ECOLI,0.16,0.51,0.48,0.5,0.33,0.39,0.48,im
MTR_ECOLI,0.74,0.7,0.48,0.5,0.66,0.65,0.69,im
MULI_ECOLI,0.77,0.57,1,0.5,0.37,0.54,0.01,omL
MURF_ECOLI,0.35,0.48,0.48,0.5,0.56,0.4,0.48,cp
NADA_ECOLI,0.26,0.26,0.48,0.5,0.34,0.25,0.35,cp
NANT_ECOLI,0.2,0.46,0.48,0.5,0.57,0.78,0.81,im
NFRA_ECOLI,0.61,0.75,0.48,0.5,0.51,0.33,0.33,om
NFRB_ECOLI,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
NFRC_ECOLI,0.44,0.51,0.48,0.5,0.47,0.26,0.36,cp
NHAA_ECOLI,0.89,0.55,0.48,0.5,0.51,0.72,0.76,im
NHAB_ECOLI,0.7,0.46,0.48,0.5,0.56,0.78,0.73,im
NHAR_ECOLI,0.37,0.5,0.48,0.5,0.42,0.36,0.45,cp
NIRD_ECOLI,0.44,0.42,0.48,0.5,0.42,0.25,0.2,cp
NLPA_ECOLI,0.75,0.55,1,1,0.4,0.47,0.3,imL
NLPB_ECOLI,0.66,0.49,1,0.5,0.54,0.56,0.36,omL
NLPE_ECOLI,0.71,0.46,1,0.5,0.52,0.59,0.3,omL
NMPC_ECOLI,0.67,0.84,0.48,0.5,0.74,0.54,0.37,om
NRFA_ECOLI,0.69,0.67,0.48,0.5,0.3,0.39,0.24,pp
NRFF_ECOLI,0.7,0.71,0.48,0.5,0.42,0.84,0.85,pp
NUPC_ECOLI,0.7,0.53,0.48,0.5,0.7,0.86,0.87,imU
NUPG_ECOLI,0.64,0.45,0.48,0.5,0.67,0.61,0.66,imU
OMPA_ECOLI,0.74,0.9,0.48,0.5,0.57,0.53,0.29,om
OMPC_ECOLI,0.73,0.84,0.48,0.5,0.86,0.58,0.29,om
OMPF_ECOLI,0.75,0.76,0.48,0.5,0.83,0.57,0.3,om
OMPP_ECOLI,0.69,0.59,0.48,0.5,0.77,0.39,0.21,om
OMPR_ECOLI,0.24,0.43,0.48,0.5,0.37,0.28,0.38,cp
OMPT_ECOLI,0.63,0.49,0.48,0.5,0.79,0.45,0.28,om
OMPX_ECOLI,0.77,0.57,0.48,0.5,0.88,0.53,0.2,om
OPPA_ECOLI,0.69,0.8,0.48,0.5,0.46,0.57,0.26,pp
OSMY_ECOLI,0.64,0.66,0.48,0.5,0.41,0.39,0.2,pp
OTC1_ECOLI,0.42,0.3,0.48,0.5,0.48,0.26,0.36,cp
OTC2_ECOLI,0.48,0.42,0.48,0.5,0.45,0.25,0.35,cp
PA1_ECOLI,0.68,0.63,0.48,0.5,0.73,0.4,0.3,om
PAL_ECOLI,0.67,0.55,1,0.5,0.66,0.58,0.16,omL
PEPE_ECOLI,0.41,0.48,0.48,0.5,0.51,0.44,0.51,cp
PFLA_ECOLI,0.44,0.28,0.48,0.5,0.43,0.27,0.37,cp
PFLB_ECOLI,0.29,0.41,0.48,0.5,0.48,0.38,0.46,cp
PGK_ECOLI,0.34,0.28,0.48,0.5,0.41,0.35,0.44,cp
PHEP_ECOLI,0.12,0.43,0.48,0.5,0.63,0.7,0.74,im
PHOB_ECOLI,0.41,0.43,0.48,0.5,0.45,0.31,0.41,cp
PHOE_ECOLI,0.74,0.78,0.48,0.5,0.75,0.54,0.15,om
PHOH_ECOLI,0.29,0.47,0.48,0.5,0.41,0.23,0.34,cp
PHOR_ECOLI,0.61,0.52,0.48,0.5,0.54,0.67,0.52,im
PMBA_ECOLI,0.34,0.55,0.48,0.5,0.58,0.31,0.41,cp
PNP_ECOLI,0.36,0.56,0.48,0.5,0.43,0.45,0.53,cp
PNTA_ECOLI,0.33,0.37,0.48,0.5,0.46,0.65,0.69,im
PNTB_ECOLI,0.81,0.52,0.48,0.5,0.57,0.78,0.8,imU
POTD_ECOLI,0.63,0.8,0.48,0.5,0.46,0.31,0.29,pp
POTE_ECOLI,0.63,0.65,0.48,0.5,0.66,0.67,0.71,im
POTF_ECOLI,0.66,0.71,0.48,0.5,0.41,0.5,0.35,pp
PPA_ECOLI,0.69,0.59,0.48,0.5,0.46,0.44,0.52,pp
PPB_ECOLI,0.68,0.67,0.48,0.5,0.49,0.4,0.34,pp
PROB_ECOLI,0.4,0.46,0.48,0.5,0.52,0.49,0.56,cp
PROP_ECOLI,0.41,0.51,0.48,0.5,0.53,0.75,0.78,im
PROX_ECOLI,0.64,0.78,0.48,0.5,0.5,0.36,0.38,pp
PSTA_ECOLI,0.34,0.67,0.48,0.5,0.52,0.76,0.79,im
PSTC_ECOLI,0.58,0.34,0.48,0.5,0.56,0.87,0.81,im
PSTS_ECOLI,0.62,0.78,0.48,0.5,0.47,0.49,0.54,pp
PT1_ECOLI,0.52,0.44,0.48,0.5,0.37,0.36,0.42,cp
PT1A_ECOLI,0.5,0.49,0.48,0.5,0.49,0.46,0.53,cp
PTAA_ECOLI,0.59,0.56,0.48,0.5,0.55,0.8,0.82,im
PTBA_ECOLI,0.51,0.4,0.48,0.5,0.57,0.62,0.67,im
PTCA_ECOLI,0.5,0.51,0.48,0.5,0.27,0.23,0.34,cp
PTCB_ECOLI,0.53,0.42,0.48,0.5,0.16,0.29,0.39,cp
PTCC_ECOLI,0.5,0.57,0.48,0.5,0.71,0.61,0.66,im
PTDA_ECOLI,0.6,0.46,0.48,0.5,0.45,0.81,0.83,im
PTFA_ECOLI,0.34,0.46,0.48,0.5,0.52,0.35,0.44,cp
PTFB_ECOLI,0.37,0.47,0.48,0.5,0.39,0.76,0.79,im
PTGA_ECOLI,0.4,0.42,0.48,0.5,0.37,0.27,0.27,cp
PTGB_ECOLI,0.58,0.55,0.48,0.5,0.57,0.7,0.74,im
PTHA_ECOLI,0.41,0.43,0.48,0.5,0.5,0.24,0.25,cp
PTHB_ECOLI,0.36,0.47,0.48,0.5,0.51,0.69,0.72,im
PTHP_ECOLI,0.3,0.45,0.48,0.5,0.36,0.21,0.32,cp
PTKA_ECOLI,0.31,0.47,0.48,0.5,0.29,0.28,0.39,cp
PTKB_ECOLI,0.64,0.76,0.48,0.5,0.45,0.35,0.38,cp
PTKC_ECOLI,0.73,0.26,0.48,0.5,0.57,0.75,0.78,imU
PTMA_ECOLI,0.39,0.41,0.48,0.5,0.52,0.72,0.75,im
PTNA_ECOLI,0.35,0.37,0.48,0.5,0.3,0.34,0.43,cp
PTOA_ECOLI,0.35,0.51,0.48,0.5,0.61,0.71,0.74,im
PTR_ECOLI,0.76,0.73,0.48,0.5,0.44,0.39,0.39,pp
PTTB_ECOLI,0.31,0.44,0.48,0.5,0.5,0.79,0.82,im
PTWB_ECOLI,0.57,0.54,0.48,0.5,0.37,0.28,0.33,cp
PTWX_ECOLI,0.65,0.55,0.48,0.5,0.34,0.37,0.28,cp
RBSB_ECOLI,0.64,0.81,0.48,0.5,0.37,0.39,0.44,pp
RHAR_ECOLI,0.51,0.46,0.48,0.5,0.58,0.31,0.41,cp
RHAS_ECOLI,0.38,0.4,0.48,0.5,0.63,0.25,0.35,cp
RHAT_ECOLI,0.49,0.61,1,0.5,0.56,0.71,0.74,imU
RIMI_ECOLI,0.24,0.57,0.48,0.5,0.63,0.34,0.43,cp
RIMJ_ECOLI,0.38,0.26,0.48,0.5,0.54,0.16,0.28,cp
RIML_ECOLI,0.33,0.47,0.48,0.5,0.53,0.18,0.29,cp
RNB_ECOLI,0.24,0.34,0.48,0.5,0.38,0.3,0.4,cp
RNC_ECOLI,0.26,0.5,0.48,0.5,0.44,0.32,0.41,cp
RND_ECOLI,0.44,0.49,0.48,0.5,0.39,0.38,0.4,cp
RNE_ECOLI,0.43,0.32,0.48,0.5,0.33,0.45,0.52,cp
RODA_ECOLI,0.61,0.66,0.48,0.5,0.46,0.87,0.88,im
SECD_ECOLI,0.88,0.42,0.48,0.5,0.52,0.73,0.75,imU
SECE_ECOLI,0.48,0.49,0.48,0.5,0.52,0.77,0.71,im
SECF_ECOLI,0.11,0.5,0.48,0.5,0.58,0.72,0.68,im
SECG_ECOLI,0.84,0.54,0.48,0.5,0.75,0.92,0.7,imU
SECY_ECOLI,0.31,0.36,0.48,0.5,0.58,0.94,0.94,im
SERC_ECOLI,0.49,0.43,0.48,0.5,0.49,0.3,0.4,cp
SLP_ECOLI,0.68,0.49,1,0.5,0.62,0.55,0.28,omL
SLYD_ECOLI,0.47,0.28,0.48,0.5,0.56,0.2,0.25,cp
SOXS_ECOLI,0.32,0.33,0.48,0.5,0.6,0.06,0.2,cp
SPEA_ECOLI,0.29,0.39,0.48,0.5,0.52,0.4,0.48,pp
SUBI_ECOLI,0.62,0.83,0.48,0.5,0.46,0.36,0.4,pp
SYA_ECOLI,0.34,0.35,0.48,0.5,0.51,0.49,0.56,cp
SYC_ECOLI,0.35,0.34,0.48,0.5,0.46,0.3,0.27,cp
SYD_ECOLI,0.38,0.3,0.48,0.5,0.43,0.29,0.39,cp
SYE_ECOLI,0.38,0.44,0.48,0.5,0.43,0.2,0.31,cp
SYFA_ECOLI,0.41,0.51,0.48,0.5,0.58,0.2,0.31,cp
SYFB_ECOLI,0.34,0.42,0.48,0.5,0.41,0.34,0.43,cp
SYGA_ECOLI,0.51,0.49,0.48,0.5,0.53,0.14,0.26,cp
SYGB_ECOLI,0.25,0.51,0.48,0.5,0.37,0.42,0.5,cp
SYH_ECOLI,0.29,0.28,0.48,0.5,0.5,0.42,0.5,cp
SYI_ECOLI,0.25,0.26,0.48,0.5,0.39,0.32,0.42,cp
SYK1_ECOLI,0.24,0.41,0.48,0.5,0.49,0.23,0.34,cp
SYK2_ECOLI,0.17,0.39,0.48,0.5,0.53,0.3,0.39,cp
SYL_ECOLI,0.04,0.31,0.48,0.5,0.41,0.29,0.39,cp
SYM_ECOLI,0.61,0.36,0.48,0.5,0.49,0.35,0.44,cp
SYP_ECOLI,0.34,0.51,0.48,0.5,0.44,0.37,0.46,cp
SYQ_ECOLI,0.28,0.33,0.48,0.5,0.45,0.22,0.33,cp
SYR_ECOLI,0.4,0.46,0.48,0.5,0.42,0.35,0.44,cp
SYS_ECOLI,0.23,0.34,0.48,0.5,0.43,0.26,0.37,cp
SYT_ECOLI,0.37,0.44,0.48,0.5,0.42,0.39,0.47,cp
SYV_ECOLI,0,0.38,0.48,0.5,0.42,0.48,0.55,cp
SYW_ECOLI,0.39,0.31,0.48,0.5,0.38,0.34,0.43,cp
SYY_ECOLI,0.3,0.44,0.48,0.5,0.49,0.22,0.33,cp
TBPA_ECOLI,0.56,0.54,0.48,0.5,0.43,0.37,0.3,pp
TEHA_ECOLI,0.63,0.51,0.48,0.5,0.64,0.72,0.76,imU
TESA_ECOLI,0.69,0.66,0.48,0.5,0.41,0.5,0.25,pp
THGA_ECOLI,0.27,0.3,0.48,0.5,0.71,0.28,0.39,cp
THIK_ECOLI,0.17,0.52,0.48,0.5,0.49,0.37,0.46,cp
TNAB_ECOLI,0.68,0.51,0.48,0.5,0.71,0.75,0.78,im
TOLA_ECOLI,0.61,0.47,0.48,0.5,0,0.8,0.32,im
TOLB_ECOLI,0.69,0.65,0.48,0.5,0.63,0.48,0.41,pp
TOLC_ECOLI,0.71,0.71,0.48,0.5,0.68,0.43,0.36,om
TOLQ_ECOLI,0.63,0.75,0.48,0.5,0.64,0.73,0.66,im
TONB_ECOLI,0.57,0.38,0.48,0.5,0.06,0.49,0.33,imU
TORA_ECOLI,0.43,0.59,0.48,0.5,0.52,0.49,0.56,pp
TREA_ECOLI,0.74,0.56,0.48,0.5,0.47,0.68,0.3,pp
TSX_ECOLI,0.68,0.76,0.48,0.5,0.84,0.45,0.27,om
TYRB_ECOLI,0.36,0.42,0.48,0.5,0.53,0.32,0.41,cp
TYRP_ECOLI,0.86,0.55,0.48,0.5,0.63,0.81,0.83,imU
UBIC_ECOLI,0.3,0.37,0.48,0.5,0.43,0.18,0.3,cp
UGPB_ECOLI,0.71,0.57,0.48,0.5,0.48,0.35,0.32,pp
UGPQ_ECOLI,0.26,0.4,0.48,0.5,0.36,0.26,0.37,cp
UHPB_ECOLI,0.79,0.54,0.48,0.5,0.5,0.66,0.68,imU
USHA_ECOLI,0.61,0.6,0.48,0.5,0.44,0.39,0.38,pp
USPA_ECOLI,0.4,0.41,0.48,0.5,0.55,0.22,0.33,cp
UVRB_ECOLI,0.22,0.34,0.48,0.5,0.42,0.29,0.39,cp
UVRC_ECOLI,0.44,0.35,0.48,0.5,0.44,0.52,0.59,cp
XGPT_ECOLI,0.27,0.42,0.48,0.5,0.37,0.38,0.43,cp
XYLA_ECOLI,0.16,0.43,0.48,0.5,0.54,0.27,0.37,cp
XYLE_ECOLI,0.69,0.39,0.48,0.5,0.57,0.76,0.79,im
XYLF_ECOLI,0.59,0.61,0.48,0.5,0.42,0.42,0.37,pp
YCEE_ECOLI,0.52,0.54,0.48,0.5,0.62,0.76,0.79,im
YTFQ_ECOLI,0.74,0.74,0.48,0.5,0.31,0.53,0.52,pp
